id,created_at,user_text,Categoría Legal,Normativa,Penalidad Estimada,Detalles
934,2026-01-11 01:35:19.582227+00,Así es como me hablaban a mi antes de que se me metieran en la casa y me quitaran la coca ,,,,
935,2026-01-11 01:51:36.174945+00,Puedo saber por qué te tiembla ese dedo que sostiene esa bolsa,,,,
936,2026-01-11 01:56:49.574351+00,Tienej mal haliento,,,,
937,2026-01-11 01:58:11.922255+00,Tienej mal haliento,,,,
938,2026-01-11 01:58:41.278784+00,"Si tu objetivo es hablar bien, ejto sería tu antítesi",,,,
939,2026-01-11 01:59:14.187567+00,Way to go Pringles. Lucky face ,,,,
940,2026-01-11 01:59:58.335109+00,Recuérdate enculando a tu Ga,,,,
941,2026-01-11 02:00:33.284272+00,Nos suena a que se te insulta desde Venezuela,,,,
942,2026-01-11 02:01:05.672954+00,Usted está picado? Usted va a invertir,,,,
943,2026-01-11 02:01:36.559672+00,Why did Epstein take so long to digest?,,,,
944,2026-01-11 02:02:12.82358+00,Racistas escuchando fin de semana ,,,,
945,2026-01-11 02:02:59.450934+00,Que viene de limpiarse el escritorio?,,,,
946,2026-01-11 02:03:44.465115+00,Soy mico lee. Usted no me habla por el. Porque las guilas no estamos locas dice este señor,,,,
947,2026-01-11 02:04:01.88927+00,Se te recuerda que el ej el nohijo de barron,,,,
948,2026-01-11 02:07:01.01743+00,No me gusta que lo respete sin querer respetarlo,,,,
949,2026-01-11 02:07:50.66236+00,Ahora sí. Estudie.  Ya tengo todo lo que yo quiero. Soy la que lo hackeó ,,,,
950,2026-01-11 02:08:01.402638+00,Ahora sí. Estudie.  Ya tengo todo lo que yo quiero. Soy la que lo hackeó ,,,,
951,2026-01-11 02:08:15.980344+00,Sigues tú memin,,,,
952,2026-01-11 02:09:10.212021+00,Corrígeme algo a él. Me sigue empeorando el ángulo de declive. Si sigue así se pasa de Quasimodo ,,,,
953,2026-01-11 02:10:12.298382+00,Y por eso es que no hay que meter a ninguna mujer en ningún grupo gamer,,,,
954,2026-01-11 02:10:57.523275+00,cuidado se le cae el tamal. Maricón soy yo don Humberto ,,,,
955,2026-01-11 02:11:33.298007+00,Que l'heur est IL?,,,,
956,2026-01-11 02:11:55.30986+00,Soy yo el papá de Marla ,,,,
957,2026-01-11 02:12:17.841796+00,Si lo siguej insultando te mato. ,,,,
958,2026-01-11 02:12:36.384358+00,Congrats en tu ema. Ya solo eso tengo,,,,
959,2026-01-11 02:13:37.390462+00,Marroquito no soy yo. Emilio soy yo tu tío Fabri. Llámeme a ese señor. Lo insulto desde que tengo uso de razón.,,,,
960,2026-01-11 02:14:34.580958+00,Por lo que más querás no te depilés. Animo con el que se pasó de sobón ,,,,
961,2026-01-11 02:14:57.169892+00,reason why you couldn't get black pussy,,,,
962,2026-01-11 02:15:26.943993+00,Soy xenófoba. Compa venga metase aquí. Fue sátiro.,,,,
963,2026-01-11 02:16:21.290024+00,"Soy lesbiana. Un minuto más. Lo demando. No lo declame. Si, pero la gente no sabe cómo proceder. Eso fue lo que el dijo.",,,,
964,2026-01-11 02:16:59.447292+00,Cris soy Coach de crossfit. Demando a ese señor que está frente a mi propiedad.,,,,
965,2026-01-11 02:17:14.627215+00,Que será que no tiene casa?,,,,
966,2026-01-11 02:18:27.442379+00,Somos los que vivimos en un carrito rojo. Usted nos busco asi que vinimos,,,,
967,2026-01-11 02:18:30.152714+00,Somos los que vivimos en un carrito rojo. Usted nos busco asi que vinimos,,,,
968,2026-01-11 02:19:04.270639+00,Fue su mamá quién nos dio acceso a su compu. Cuidado se cae.,,,,
969,2026-01-11 02:20:40.051252+00,Esa alarma tiene 4 horas de estar sonando,,,,
970,2026-01-11 02:20:50.008193+00,gracias por tu primer cita gay ,,,,
971,2026-01-11 02:21:51.512778+00,Gracias por no tener un cuarto tipo Gaby sino andar siempre el peluche contigo,,,,
972,2026-01-11 02:30:43.025236+00,Me doy por enterado de que se te graba en tu condominio. No supero tu humildad.,,,,
973,2026-01-11 03:38:10.839766+00,a ver a que hora se culea a su madre,,,,
974,2026-01-11 03:38:21.556565+00,a ver a que hora se culea a su madre,,,,
975,2026-01-11 03:44:56.758212+00,a ver a que hora se culea a su madre,,,,
976,2026-01-11 03:45:08.196745+00,a ver a que hora se culea a su madre,,,,
977,2026-01-11 12:10:55.759336+00,A qué hora me mandas a callar maricón?,,,,
978,2026-01-11 12:12:01.208409+00,Ya llega ese dinero hijueputa. Dele,,,,
979,2026-01-11 12:18:51.007251+00,"Diay no Cristián, que playada ",,,,
980,2026-01-11 12:20:33.648623+00,"Sobo, soy yo. Tu medio hermano.",,,,
981,2026-01-11 12:23:06.807073+00,"Sobo, era yo. La mamá de Elías Miguel.",,,,
982,2026-01-11 12:26:37.302797+00,You get to use ergo,,,,
983,2026-01-11 12:27:52.720245+00,√Ånimo con Sakura Card Captors ,,,,
984,2026-01-11 12:31:05.346416+00,"You look more shcrewed, but not more handsome.",,,,
985,2026-01-11 12:32:01.976707+00,"day, si somos gente del pueblo de luz alguito de ánimo habríamos de tener",,,,
986,2026-01-11 12:35:47.383503+00,Usted no podía ni levantar la cabeza del piso de los pichazos que le metía Adrián picado ,,,,
987,2026-01-11 12:39:17.078904+00,Que no le gusta que se lo haya insultado?,,,,
988,2026-01-11 12:40:01.1271+00,No te quedes sin saldo ,,,,
989,2026-01-11 12:40:49.769495+00,Diay si quiere se cuechea en el brete,,,,
990,2026-01-11 12:42:17.718624+00,A ver a qué hora se la culeo?,,,,
991,2026-01-11 17:32:31.620366+00,Masturbate más con cofal.,,,,
992,2026-01-11 17:32:40.137062+00,Masturbate más con cofal.,,,,
993,2026-01-11 17:32:56.685306+00,Masturbate más con cofal.,,,,
994,2026-01-11 17:33:05.697687+00,Masturbate más con cofal.,,,,
995,2026-01-11 22:18:05.479358+00,Que se siente ser así de fitness ,,,,
996,2026-01-11 22:18:51.606119+00,Porque ningún chomo habla bien.,,,,
997,2026-01-11 22:21:13.49766+00,No te da para ser ministro ,,,,
998,2026-01-11 22:23:06.837822+00,Deshágase de esa picha de hombre,,,,
999,2026-01-11 22:25:18.799806+00,Lo que quiero es que la jueza le tenga que explicar a usted que fue.,,,,
1000,2026-01-11 22:26:29.340765+00,Usted posiblemente acaba de decir algo que fue bueno para todos excepto para él.,,,,
1001,2026-01-11 22:28:32.050055+00,Traumatizaste a alguien con tu comentario de la escoria feminista ,,,,
1002,2026-01-11 22:29:04.153507+00,Que sobo. Ya se cree insuperable?,,,,
1003,2026-01-11 22:30:05.771906+00,Maricón deme una idea,,,,
1004,2026-01-11 22:33:51.65885+00,Gracias por hacerme los gestos más picha que hemos visto ,,,,
1005,2026-01-11 22:34:16.061217+00,Ten cuidado que ya me documentó una menor,,,,
1006,2026-01-11 22:34:59.020149+00,"Diay marroquín, me contactó a la asamblea ",,,,
1007,2026-01-11 22:36:25.010513+00,"Homosexual, empieza a servir.",,,,
1008,2026-01-11 22:41:37.485961+00,Hazme un gesto de tu paíto,,,,
1009,2026-01-11 22:42:12.104619+00,Comunicáselo a Gerardina,,,,
1010,2026-01-11 22:42:38.130456+00,Tuvo que haber sido Flor,,,,
1011,2026-01-11 22:43:00.380182+00,Keep masturbating to frank McCoy ,,,,
1012,2026-01-11 22:45:09.152056+00,"Toda la choza en fuego,  masturbating to frank McCoy ",,,,
1013,2026-01-11 22:45:16.111365+00,ánimo con ese microporo infinito,,,,
1014,2026-01-11 22:45:37.337183+00,You're not well endowed ,,,,
1015,2026-01-11 22:47:14.923804+00,Tiene aspectos literarios que no teníamos.,,,,
1016,2026-01-11 22:47:39.017328+00,Inhala conforme come en el nombre de Luzbel comienza,,,,
1017,2026-01-11 22:48:52.224678+00,Que fue que se acomplejó que nos echó la culpa?,,,,
1018,2026-01-11 22:50:28.887424+00,Lo que hackeó su cel tiene complejo de Satanás como yo tengo complejo de playo ,,,,
1019,2026-01-11 22:52:22.87317+00,it's a neighborhood. Are any of the houses empty? The difference is that you get to see them,,,,
1020,2026-01-11 22:59:03.489917+00,cuidado con el satanismo en mac,,,,
1021,2026-01-11 23:02:19.782761+00,Cuidado Autumn Jean sin pagarme el viaje ,,,,
1022,2026-01-11 23:05:02.869288+00,"Fue Emilio, el negro de Eric's. Ya está demente.",,,,
1023,2026-01-11 23:07:28.826076+00,Soy Emilio el negro de Eric's que se metió a su condo y lo agarró a pichazos. Usted se defendió peor que de costumbre ,,,,
1024,2026-01-11 23:09:52.792884+00,Aquí defendiendome en mi puesto de helado ,,,,
1025,2026-01-11 23:15:48.297476+00,Aquí defendiendome en mi puesto de helado ,,,,
1026,2026-01-11 23:16:18.578658+00,Alejandro Morales me sale de ese baño en este momento porfavor.,,,,
1027,2026-01-11 23:19:51.695645+00,Cómo te fue ayer?,,,,
1028,2026-01-11 23:20:30.066842+00,Eso no se pregunta. Eso es una frase inadecuada para esta situación.,,,,
1029,2026-01-11 23:26:22.385767+00,Share doesn't share the specific article ,,,,
1030,2026-01-11 23:35:23.391077+00,Pepe sobesela asómese,,,,
1031,2026-01-11 23:38:40.3836+00,Yo creo que Morales tiene todos y cada uno de los herpes a estas alturas,,,,
1032,2026-01-11 23:42:39.557649+00,eso podría tomarle una hora de su tiempo. Me refiero a llamarme a mi.,,,,
1033,2026-01-12 00:02:59.722372+00,"Que si tiene que ir mucho al salón? Si. Casa vez que le crecen las puntas. Cris, que si tiene que ir mucho al putero? Si, cada vez que le pagan.",,,,
1034,2026-01-12 00:04:20.284511+00,Algo lindo. Le tiene que haber visto a esa niña,,,,
1035,2026-01-12 00:06:56.322241+00,Las denuncias suyas son como para meterse al manicomio.,,,,
1036,2026-01-12 00:11:49.622008+00,Por que yo soy una molestia?,,,,
1037,2026-01-12 00:13:38.665645+00,Ahora sí. Abrase por lo que yo le estoy diciendo. Soy los Guido.,,,,
1038,2026-01-12 00:15:11.765684+00,Ve que usted tampoco tenía que haber entrenado?,,,,
1039,2026-01-12 00:17:39.364114+00,we were just playing 1000 questions,,,,
1040,2026-01-12 00:18:21.830295+00,Tu devuélvete a leer Frank McCoy ,,,,
1041,2026-01-12 00:19:12.598474+00,You didn't tell me,,,,
1042,2026-01-12 00:21:13.92708+00,"Y por cierto, ya tiene complejo de Edipo nuevamente.",,,,
1043,2026-01-12 00:34:35.875983+00,"Veronica deme una mano fue lo que me dijo este mae, y se la empezó a jalar",,,,
1044,2026-01-12 00:35:29.132167+00,bienvenido al white hacking humillador,,,,
1045,2026-01-12 00:41:02.539986+00,que se siente que se lo culeen en prision es para que el mae no me dirija la palabra,,,,
1046,2026-01-12 00:54:09.01928+00,"Usted no se la soba en motel, solo en putero, verdad?",,,,
1047,2026-01-12 00:56:15.31036+00,"Buenas noches, para hablar con doña cervecita?",,,,
1048,2026-01-12 00:57:54.640477+00,Ves que si eras un chiquito puteado? Nadie quiere que no le digan eso.,,,,
1049,2026-01-12 01:16:33.989516+00,Gracias por darmeles a todas las pichas de perro una semana para que se organicen y le digan a todos que no sabe confrontar.,,,,
1050,2026-01-12 02:33:22.700049+00,es imposible que usted se haya hecho eso para que después ese tipo venga a insultarlo. su muerte accidental esta garantizada. No puedo creer que usted espere que el confirme tener esa intención.,,,,
1051,2026-01-12 02:37:28.535592+00,"soy yo, la tia de marco Fidel. soy Judith. mató a la mamá. ",,,,
1052,2026-01-12 02:40:04.733502+00,lo mato. es una broma. por eso estamos todas tus tías aquí para darte las gracias por haberlo insultado,,,,
1053,2026-01-12 11:55:08.710066+00,después de 2000 insultos la gente. ya no,,,,
1054,2026-01-12 11:58:42.455281+00,somos catalina cortez y lo denunciamos por intimidación,,,,
1055,2026-01-12 11:59:04.620789+00,ah entonces los voy a tener que matar,,,,
1056,2026-01-12 12:10:38.016001+00,"diay Adrian, salió mejor usted que el. con eso le digo todo",,,,
1057,2026-01-12 12:16:30.723085+00,"Cristian, usted se desubicó un montón. Ser estrella confiese.",,,,
1058,2026-01-12 12:22:02.690099+00,Cristián usted se tiene que ir a vivir a otra parte,,,,
1059,2026-01-12 12:40:04.266816+00,Vea a su tío cay,,,,
1060,2026-01-12 12:40:15.769551+00,Not with child pornography ,,,,
1061,2026-01-12 12:40:52.640363+00,Tenemos otras prioridades como podes ver,,,,
1062,2026-01-12 12:42:41.227888+00,Thus is how late you would be showing up at the American embassy. It's the same.,,,,
1063,2026-01-12 12:45:01.649464+00,Apenas pueden llegar al brete de la cantidad de insultos que les emito y no pueden dejar de usar el cel ,,,,
1064,2026-01-12 12:45:15.783365+00,Dicen que se espera un homicidio culposo contra ese mae ,,,,
1065,2026-01-12 17:18:40.897974+00,Esto es una dinámica que demuestra que ustedes si son un pueblo insuficiente ,,,,
1066,2026-01-12 17:20:33.432762+00,"Sobre todo, con la sobada mía.",,,,
1067,2026-01-12 17:21:47.070839+00,Ya suenan los tambores de la rebelión ,,,,
1068,2026-01-12 17:22:40.10609+00,"Marianne, por que no me lo masturba flácido.",,,,
1069,2026-01-12 19:53:05.616699+00,porque me quiero asegurar de que su vida sea una mierda,,,,
1070,2026-01-12 21:25:46.797153+00,"Ehh hola? Eres mujer y me comentaste? Uff, bueno te sere sincero. Siendo honesto en este momento no estoy buscando una relación, perdón si te ilucione y por eso me comentaste. Pero la verdad en este moment estoy muy enfocado en Fortnite, la verdad eres con la primera mujer con la que hablo desde 2015, y pues lamentablemente rompítus ilusiones. Una vez mas te pido una disculpa se que mi flow atrapa miradas pero no puedo evitarlo, bueno te dejo tengo que ir a leer libros sobre filosofía no tengo tiempo para ti",,,,
1071,2026-01-12 21:26:07.060673+00,"Ehh hola? Eres mujer y me comentaste? Uff, bueno te sere sincero. Siendo honesto en este momento no estoy buscando una relación, perdón si te ilucione y por eso me comentaste. Pero la verdad en este moment estoy muy enfocado en Fortnite, la verdad eres con la primera mujer con la que hablo desde 2015, y pues lamentablemente rompítus ilusiones. Una vez mas te pido una disculpa se que mi flow atrapa miradas pero no puedo evitarlo, bueno te dejo tengo que ir a leer libros sobre filosofía no tengo tiempo para ti",,,,
1072,2026-01-12 21:26:47.594214+00,Van salir ü•∫ü•∫ü•∫?,,,,
1073,2026-01-12 22:10:49.411125+00,"Copy page, es Mario.",,,,
1074,2026-01-12 22:20:39.124035+00,"Se te emitió un sonido y solo por eso emitirse un  gesto. Eso no significa que tengas esa emoción, pero aún así lo emitiste por eso lo hago denuevo. Quien soy?",,,,
1075,2026-01-12 22:25:47.725506+00,El secreto es la faja hijueputa. No le cuente a nadie que no tenga un abdomen como el nuestro.,,,,
1076,2026-01-12 22:26:22.246727+00,You could have prioritized putting on the tape instead of organizing it ,,,,
1077,2026-01-12 22:27:02.110754+00,Por lo que su habladera en mi laboratorios es lo que facilita la quebradera de beakers. Deje de interrumpir!,,,,
1078,2026-01-12 22:28:49.519359+00,Hay que ser ingeniero arquitecto diseñador para emitir un criterio ,,,,
1079,2026-01-12 22:30:06.845019+00,Es en la respuesta al primer argumento donde de emite el primer error,,,,
1080,2026-01-12 22:34:25.830856+00,"You do not need to insult me at work. I'm already insulted at home. That's how m Laurence responded, which makes you mouse ",,,,
1081,2026-01-12 22:47:52.564718+00,Mairín seppukudo,,,,
1082,2026-01-13 02:10:16.524124+00,Welcome to al qaeda,,,,
1083,2026-01-13 02:38:53.706057+00,you didn't even know what a bank account is,,,,
1084,2026-01-13 02:47:26.4814+00,cris can sue me and lock me for life for invasion of privacy. I don't know what happened with me. I think there's something very wrong with me.,,,,
1085,2026-01-13 02:47:59.543628+00,soy catalina Cortez me declaro en libertad condicional,,,,
1086,2026-01-13 02:48:29.007027+00,"cris, soy bizco. busque ayuda porque con esa foto no va a ganar las elecciones",,,,
1087,2026-01-13 02:48:45.860012+00,Karina encierrese ahi y no salga nunca,,,,
1088,2026-01-13 02:49:00.212441+00,muere pero por tus propias manos,,,,
1089,2026-01-13 02:49:42.097927+00,congrats en su ema,,,,
1090,2026-01-13 02:50:52.673883+00,ahi se debió de haber quedado (en la casa con su mama),,,,
1091,2026-01-13 02:52:02.441455+00,"alguien que le ponga una Chema, le tome una foto y diga que es la mujer de él",,,,
1092,2026-01-13 02:52:25.27518+00,"no, prono.",,,,
1093,2026-01-13 02:52:50.37981+00,"para esto se descuartizo, Mier? para escucharlo?",,,,
1094,2026-01-13 02:53:40.689612+00,"ay diosito, que feo tener que decirte esto adrián Isaac. ",,,,
1095,2026-01-13 02:54:03.00118+00,que foto mas ingrata,,,,
1096,2026-01-13 02:54:48.646829+00,"shomeri, shomeri, shomeri. se acuerda cuando usted le dijo eso a doña Laura? ",,,,
1097,2026-01-13 02:55:11.257523+00,que se culee a mi tía!,,,,
1098,2026-01-13 02:58:18.738366+00,se me acabó el juguito. lo sentimos,,,,
1099,2026-01-13 02:58:41.683906+00,la gente normal no hace eso. es una maldición viniendo de eso.,,,,
1100,2026-01-13 02:59:05.657634+00,bueno diay se le acomplejó hazel,,,,
1101,2026-01-13 03:00:03.004462+00,hey pedo bear,,,,
1102,2026-01-13 03:00:25.969807+00,"jueputa, furioso ese indigente, como su papá.",,,,
1103,2026-01-13 03:01:48.10211+00,soy una estafadora de alimento,,,,
1104,2026-01-13 03:02:34.083007+00,tranquilo. no se mate todavía don Jose David que todavía hay cama que recoger.,,,,
1105,2026-01-13 03:02:56.636931+00,"Cristian, usted si pidió ayuda y a mi me mandaron a callar",,,,
1106,2026-01-13 03:04:31.116848+00,"en ese caso nos calmaremos, pero solo porque se había desintestinado.",,,,
1107,2026-01-13 03:04:58.943902+00,para que nunca llegue a la presidencia de este pais. que hijueputa estupido,,,,
1108,2026-01-13 03:06:29.193495+00,ni siquiera tiene una buena foto para el badge,,,,
1109,2026-01-13 03:07:05.825869+00,por que hay una teta en un travesti en la computadora que yo suministro de poder?,,,,
1110,2026-01-13 03:07:41.015194+00,por que hay una teta en un travesti en la computadora que yo suministro de poder?,,,,
1111,2026-01-13 03:12:00.44077+00,oh porqueria de hombre como te vas a tirar a una menor de 30 años?,,,,
1112,2026-01-13 03:12:47.862105+00,"this is so insulting to you, to him",,,,
1113,2026-01-13 03:16:06.113925+00,"solo era yo, Javier buscandole pelea. porque si usted me gimió yo lo insulté. espero que ya esté bien. ",,,,
1114,2026-01-13 03:18:36.625771+00,por que no como mierda yo de un closet entonces? ,,,,
1115,2026-01-13 03:20:37.638044+00,"necesito refuerzos, ya adrián se va a matar.",,,,
1116,2026-01-13 03:21:45.161391+00,"mae morales, soy Luis alonso madriz montero y lo felicito por saberse cagar en mi",,,,
1117,2026-01-13 03:27:54.962475+00,considering it's this and that its your murder we would just walk away,,,,
1118,2026-01-13 03:28:41.047352+00,por que ni siquiera tira cuecha aquí pero en el trabajo si anda tirándome ,,,,
1119,2026-01-13 03:29:53.459636+00,usted no me puede dar ordenes a mi pero yo si se las puedo recibir. soy una de las nicas que lo va a ir a recibir. ,,,,
1120,2026-01-13 03:31:12.651612+00,moises usted tiene problemillas verdad? ,,,,
1121,2026-01-13 03:32:18.070902+00,víctima de un papanicolao combativo,,,,
1122,2026-01-13 03:33:44.220716+00,cada vez que hace un update se queda sin recursos. cuando eso ocurra va a ser un problema para usted porque tendría que usar su otra app o su otro sitio. ,,,,
1123,2026-01-13 11:39:03.781633+00,entonces muéstreme la picha se convirtió en una batería de insultos,,,,
1124,2026-01-13 11:51:08.966263+00,bienvenido a nuestra cultura,,,,
1125,2026-01-13 12:10:38.848992+00,somos lo que usted creía y llegamos a que usted nos trasquilara,,,,
1126,2026-01-13 12:11:55.090202+00,al fin se salió de ese hijueputa closet,,,,
1127,2026-01-13 12:17:29.973173+00,por que mejor no me habla señora?,,,,
1128,2026-01-13 12:17:52.627637+00,tenemos a todas las señoras que quieran ser un dolor de picha,,,,
1129,2026-01-13 12:19:04.794487+00,gracias retardín,,,,
1130,2026-01-13 12:20:04.272233+00,por eso es que no se le pudo poner a cargo,,,,
1131,2026-01-13 12:55:38.432145+00,Que bien don Sobón ,,,,
1132,2026-01-13 13:17:39.897614+00,Last day vibes ,,,,
1133,2026-01-13 13:18:23.458238+00,"Que, le agarro tarde axilón? Que es que venía maeado?",,,,
1134,2026-01-13 14:55:21.253305+00,"Ahora sí, se despide del que lo contrató?",,,,
1135,2026-01-13 14:55:52.466768+00,Por que tanta vara para competir con Mauri?,,,,
1136,2026-01-13 22:24:35.792446+00,"es por pichasearlo en público y que sea legal, por ejemplo ""me dijo que era puta""",,,,
1137,2026-01-13 22:27:33.811846+00,por que no se la está sonando?,,,,
1138,2026-01-13 22:27:39.895319+00,por que no se la está sobando?,,,,
1139,2026-01-13 22:32:21.752967+00,Que es poco Ono?,,,,
1140,2026-01-13 22:33:09.649134+00,"Ah no, así con inteligencia artificial no ",,,,
1141,2026-01-13 22:33:52.364245+00,"Okay, cómprate la Amarok de tus sueños.",,,,
1142,2026-01-13 22:34:31.685617+00,"Jueputa, barril de axilón ",,,,
1143,2026-01-13 22:36:57.841663+00,Se volverá a ver en putero para tomarle otro vídeo y mandárselo a todo mundo?,,,,
1144,2026-01-13 22:55:55.724132+00,okay amor,,,,
1145,2026-01-13 23:02:33.944314+00,Nunca codició nadie una hermanita menor tanto como él ,,,,
1146,2026-01-13 23:13:00.332136+00,Le escupió el culo por última vez a una mujer me escuchó maricón ,,,,
1147,2026-01-13 23:14:13.828086+00,Morales usted ni parece pago,,,,
1148,2026-01-13 23:18:37.61743+00,Se le puede complicar la segunda mano,,,,
1149,2026-01-13 23:19:45.075756+00,Confiéseme lo último que iba a decir.,,,,
1150,2026-01-13 23:21:59.721242+00,"Ahora sí, expliqueme a mi como hizo para conseguir dos maestrías si todos los cursos tienen nota desde",,,,
1151,2026-01-13 23:23:42.166912+00,Se le recuerda que le tiene que decir que hacer,,,,
1152,2026-01-13 23:25:11.764764+00,Menos Mal que era sin amor ,,,,
1153,2026-01-13 23:27:07.704195+00,Se le mete al trabajo occiso para ridiculizarlo con su colaboradora judío ,,,,
1154,2026-01-13 23:28:33.3183+00,podríamos dejarnos de masturbar?,,,,
1155,2026-01-13 23:29:45.53871+00,Que hay que hacer para que suelte el hijueputa papel?,,,,
1156,2026-01-13 23:31:00.041253+00,"Por que lleva cubierto el abdomen? Que, le da verg√ºenza?",,,,
1157,2026-01-13 23:42:18.512291+00,Hasta se le cede el asiento para que deje de ser objeto de lascivia de él ,,,,
1158,2026-01-13 23:48:34.731954+00,"Uy, ya me dieron ganas de llorar ",,,,
1159,2026-01-13 23:49:00.739494+00,Porque no mejor cura mujeres?,,,,
1160,2026-01-13 23:50:12.082582+00,Es el hijueputa gringo loco,,,,
1161,2026-01-14 00:04:23.953492+00,Desde el día en que se suicidó hasta el día de hoy lo insulto. A ver a qué hora te das cuenta de dónde viene el disparo,,,,
1162,2026-01-14 00:11:25.370386+00,Gracias por no hacer audios de fracasado.,,,,
1163,2026-01-14 00:12:23.470963+00,Por que no me lo culea?,,,,
1164,2026-01-14 00:13:12.060345+00,"Cris, you're just sending audios to yourself ",,,,
1165,2026-01-14 00:14:32.357829+00,wow que bien te va en tu debate cerdo machista ,,,,
1166,2026-01-14 00:15:54.563127+00,Vos te pareces a mí actriz onlyfans favorita ,,,,
1167,2026-01-14 00:16:56.715762+00,bueno días que dicha comenzó a hablar ,,,,
1168,2026-01-14 00:17:44.196255+00,"Soy yo, me burlo de usted ",,,,
1169,2026-01-14 00:35:11.431963+00,He would always find space for fruit like the end of wanton moms,,,,
1170,2026-01-14 00:38:40.202456+00,Has excedido las expectativas qué tenemos para nuestra a Empleadas domesticas,,,,
1171,2026-01-14 00:43:14.301141+00,A ver donde putas me Quito el condón,,,,
1172,2026-01-14 00:45:40.411887+00,Si este mae amanece muerto quiere decir que mariana firmó los papeles del divorcio ,,,,
1173,2026-01-14 00:46:43.00298+00,Soy maricón de clóset ,,,,
1174,2026-01-14 00:48:04.331919+00,"Ahora si, esos son todos los insultos que hemos escuchado por salir juntos ",,,,
1175,2026-01-14 00:50:20.915102+00,Si pagan condos con el panocho quiere decir que están igual que usted,,,,
1176,2026-01-14 00:56:32.286463+00,Me hace el favor y me limpia esa taza?,,,,
1177,2026-01-14 01:06:23.290392+00,Por qué tenemos que oir eso es lo que se preguntó una mujer hace 5 años que me humilló en publico,,,,
1178,2026-01-14 01:07:02.425546+00,Si su evidencia aparece grabada lo declaro culpable de invadir mi privacidad por lo que su victoria es su derrota ,,,,
1179,2026-01-14 01:08:04.79514+00,"Me declaro culpable de haber distribuido pornografia infantil. A ver alguien más, ademas que yo?",,,,
1180,2026-01-14 02:15:11.776784+00,"Por cierto, por qué a el si le fue bien?",,,,
1181,2026-01-14 14:13:58.597817+00,Somos Jorgeca y miedo y nos queremos quedar con tu estudio,,,,
1182,2026-01-14 14:14:36.543353+00,El sexo no es para golpeárselo contra el abdomen y quedarse sin lograr tener una erección ,,,,
1183,2026-01-14 14:16:44.386002+00,Sotos Catalina cortez y su tío Cay,,,,
1184,2026-01-14 14:17:50.205487+00,A punto de trabajar para Google,,,,
1185,2026-01-14 14:27:18.472437+00,por que putas es que yo le digo esto a él? ,,,,
1186,2026-01-14 14:27:42.933624+00,sálgase del closet maricón,,,,
1187,2026-01-14 14:31:33.531674+00,ya llego la vieja hijueputa,,,,
1188,2026-01-14 14:32:06.78479+00,"es un ciego, es nuestro hijo. su nombre es Anselmo",,,,
1189,2026-01-14 14:32:07.007332+00,"es un ciego, es nuestro hijo. su nombre es Anselmo",,,,
1190,2026-01-14 14:33:37.878608+00,gana mas que tu por lo que ya tu no lo puedes insular mas a el,,,,
1191,2026-01-14 14:34:42.444438+00,"ahora si, hable.",,,,
1192,2026-01-14 14:41:21.234183+00,bienvenido al team de encuentro táctil. Cristian ya tiene cancer de próstata,,,,
1193,2026-01-14 14:56:41.163918+00,Ese truco de sostenerlo en el centro y esa burbuja que se le está haciendo ahí ,,,,
1194,2026-01-14 14:57:19.400992+00,Usted se hace los desayunos don vigorexia?,,,,
1195,2026-01-14 15:00:56.050668+00,Gracias por agarrar todo como si fuera asqueroso,,,,
1196,2026-01-14 15:01:20.92151+00,"Por cierto, que buena mandada a callar me metieron",,,,
1197,2026-01-14 15:03:08.696726+00,Botó una raspadura ,,,,
1198,2026-01-14 15:04:54.891126+00,Bienvenidos al acoso sistemático de la interpol,,,,
1199,2026-01-14 15:05:13.393309+00,Se te observa con un telescopio ,,,,
1200,2026-01-14 15:06:10.735861+00,Se te observa con un telescopio desde la casa de Víctor Hugo ,,,,
1201,2026-01-14 15:07:30.586271+00,Somos la familia de la mae que usted encula,,,,
1202,2026-01-14 15:08:19.918903+00,Chomo usted está A punto de desmayarse,,,,
1203,2026-01-14 15:08:34.976786+00,Justo como doctor cohelo,,,,
1204,2026-01-14 15:10:10.626205+00,"Contraloría general de la república, pueden venir por el cuando gusten. Es el más más pedofilo que ha existido",,,,
1205,2026-01-14 15:11:43.88049+00,Todo el mundo estuvo expuesto a su maldita aleta,,,,
1206,2026-01-14 15:12:38.625502+00,Adonde toy? En mi casa de habitación,,,,
1207,2026-01-14 15:14:46.638647+00,Usted dice que soy un sometido pero no lo soy,,,,
1208,2026-01-14 15:19:40.187484+00,"me empezo a tratar mal a la gente. cris, usted no me empieza a tratar mal a las personas",,,,
1209,2026-01-14 15:19:49.160764+00,ejaculacion por elipsis diegética,,,,
1210,2026-01-14 15:19:54.752908+00,que lindo es como si me tomaran nota,,,,
1211,2026-01-14 15:21:09.720609+00,"estabamos tratando de hacerte la vida imposible, para que nunca lo logres",,,,
1212,2026-01-14 15:21:32.732031+00,Somos las cuatro brujas de aqui,,,,
1213,2026-01-14 15:23:39.127351+00,Por qué dejo el agua corriendo. Que es maricon?,,,,
1214,2026-01-14 15:34:00.053293+00,Que buena pelota pedo de junque,,,,
1215,2026-01-14 15:34:58.349584+00,empieza cuando ella dice que ella es Neo,,,,
1216,2026-01-14 15:35:45.477522+00,12 horas de tratar actualizar su pagina web,,,,
