id,created_at,user_text,Categor�a Legal,Normativa,Penalidad Estimada,Detalles
1108,2026-01-13 03:06:29.193495+00,ni siquiera tiene una buena foto para el badge,NO INFRACCIÓN,N/A,N/A,"El texto expresa una opinión subjetiva sobre la calidad de una fotografía. No describe hechos que constituyan calumnia, amenaza, injuria, difamación, delitos contra la intimidad, vulneración de derechos de imagen o voz, o cualquier otra infracción legal en Costa Rica. Es un comentario trivial sin relevancia penal."
1109,2026-01-13 03:07:05.825869+00,por que hay una teta en un travesti en la computadora que yo suministro de poder?,NO INFRACCIÓN,N/A,N/A,El texto describe una pregunta sobre una observación visual y no contiene hechos que constituyan una infracción a las leyes de Costa Rica. No se imputan acciones ilícitas a terceros ni se describen conductas tipificadas como delito.
1110,2026-01-13 03:07:41.015194+00,por que hay una teta en un travesti en la computadora que yo suministro de poder?,NO INFRACCIÓN,N/A,N/A,"La consulta del usuario es una pregunta sobre la presencia de una imagen específica en una computadora. No describe un hecho o conducta que, por sí mismo, constituya una infracción penal o legal bajo la legislación costarricense. Es una observación y una pregunta, no una acción delictiva."
1111,2026-01-13 03:12:00.44077+00,oh porqueria de hombre como te vas a tirar a una menor de 30 a�os?,INJURIA,"Código Penal, Artículo 145",Multa de cinco a cincuenta días.,"La expresión 'oh porquería de hombre' constituye un insulto directo que lesiona la dignidad. La imputación 'como te vas a tirar a una menor de 30 años', aunque no implica necesariamente un delito sexual si la persona es mayor de edad legal (18 años), se utiliza en un contexto peyorativo con la intención clara de menoscabar la fama y la reputación del señalado al imputarle un hecho que se presenta como moralmente reprobable."
1112,2026-01-13 03:12:47.862105+00,"this is so insulting to you, to him",NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una declaración sobre la naturaleza 'insultante' de algo, pero no describe una acción concreta que constituya un delito según la legislación penal costarricense. No se identifica un sujeto activo que cometa una acción tipificada, ni una conducta que se ajuste a los elementos de delitos como calumnia, injuria, difamación, amenaza u otros."
1113,2026-01-13 03:16:06.113925+00,"solo era yo, Javier buscandole pelea. porque si usted me gimi� yo lo insult�. espero que ya est� bien. ",INJURIA,Artículo 145 del Código Penal,De veinticinco a cincuenta días multa.,"La frase 'yo lo insulté' constituye una admisión de haber deshonrado o desacreditado a la otra persona, lo cual se encaja dentro de la figura de la injuria. La mención de 'buscándole pelea' sugiere una intención de confrontación y agresión verbal que culminó en el insulto."
1114,2026-01-13 03:18:36.625771+00,por que no como mierda yo de un closet entonces? ,NO INFRACCIÓN,N/A,N/A,"La frase proporcionada es una expresión de carácter retórico y coloquial, que no describe ningún hecho, acción u omisión que pueda ser subsumida bajo alguna figura delictiva o infracción a las leyes costarricenses. No se identifican elementos de amenazas, injurias, calumnias, afectación a la intimidad, o cualquier otra conducta punible."
1115,2026-01-13 03:20:37.638044+00,"necesito refuerzos, ya adri�n se va a matar.",NO INFRACCIÓN,N/A,N/A,"El texto describe una situación de emergencia que requiere atención inmediata por parte de las autoridades competentes (policía, servicios de emergencia), ya que alerta sobre un posible intento de suicidio. Sin embargo, el contenido del mensaje en sí mismo no constituye una infracción legal por parte de quien lo emite en el marco de las leyes penales de Costa Rica. Más bien, es un llamado de auxilio."
1116,2026-01-13 03:21:45.161391+00,"mae morales, soy Luis alonso madriz montero y lo felicito por saberse cagar en mi",Injuria,"Código Penal, Artículo 145.",Multa de veinte a sesenta días.,"La frase 'saberse cagar en mi' es una expresión vulgar y ofensiva que busca deshonrar y desacreditar a la persona a la que se dirige, ajustándose a la descripción del delito de injuria."
1117,2026-01-13 03:27:54.962475+00,considering it's this and that its your murder we would just walk away,Amenaza,"Código Penal, Artículo 188",Prisión de tres meses a un año o con sesenta a trescientos sesenta días multa.,"El texto contiene una amenaza directa de causar la muerte ('its your murder'), lo cual constituye un daño que por sí mismo es un delito grave (homicidio). La expresión 'we would just walk away' refuerza la seriedad de la amenaza al implicar una intención de desinterés o impunidad frente al acto violento."
1118,2026-01-13 03:28:41.047352+00,por que ni siquiera tira cuecha aqu� pero en el trabajo si anda tir�ndome ,NO INFRACCIÓN,N/A,N/A,"El texto describe una situación de observación sobre el comportamiento de otra persona (flirteo o 'tirar cuecha') en diferentes contextos. No se infiere ninguna acción que constituya un delito o infracción legal bajo las leyes de Costa Rica. No hay indicios de acoso sexual penal (requiere elementos de hostigamiento o constreñimiento), amenaza, difamación, invasión a la intimidad, o cualquier otra conducta tipificada como delito."
1119,2026-01-13 03:29:53.459636+00,usted no me puede dar ordenes a mi pero yo si se las puedo recibir. soy una de las nicas que lo va a ir a recibir. ,NO INFRACCIÓN,N/A,N/A,"El texto expresa una postura de desafío y una intención de encuentro, pero no describe hechos que constituyan una infracción penal específica bajo las leyes de Costa Rica. No se detecta la imputación de un delito, un daño grave, la afectación a la intimidad, derechos de imagen o voz, o un delito informático. La expresión 'lo va a ir a recibir' es ambigua y no especifica un daño o una acción ilícita que se pueda encuadrar como amenaza según el Artículo 188 del Código Penal."
1120,2026-01-13 03:31:12.651612+00,moises usted tiene problemillas verdad? ,NO INFRACCIÓN,N/A,N/A,"La expresión 'usted tiene problemillas verdad?' es una insinuación vaga y ambigua. No imputa un delito específico, no constituye una amenaza, no revela información privada ni afecta la imagen o voz de la persona. Tampoco califica como injuria o difamación, ya que 'problemillas' carece de la especificidad y el peso necesario para deshonrar, desacreditar o perjudicar la reputación de alguien en términos jurídicos."
1121,2026-01-13 03:32:18.070902+00,v�ctima de un papanicolao combativo,ABUSO SEXUAL,"Código Penal, Artículo 156 y/o Artículo 157","Prisión de 1 a 3 años (Art. 156) o de 4 a 10 años (Art. 157, si es cometido por un profesional de la salud o persona con custodia/responsabilidad sobre la víctima).","La expresión 'víctima de un papanicolao combativo' sugiere que el procedimiento médico íntimo pudo haberse realizado sin el consentimiento pleno de la persona, o con el uso de fuerza o intimidación, lo que constituiría un delito de abuso sexual. Un papanicolau, al ser un examen que implica la manipulación de zonas íntimas, requiere consentimiento informado. Si este fue obtenido por la fuerza o sin capacidad de la víctima para consentir, se encuadraría en los artículos mencionados."
1122,2026-01-13 03:33:44.220716+00,cada vez que hace un update se queda sin recursos. cuando eso ocurra va a ser un problema para usted porque tendr�a que usar su otra app o su otro sitio. ,NO INFRACCIÓN,No aplica,No aplica,"El texto describe una situación técnica o un inconveniente relacionado con una aplicación o sistema, donde una actualización provoca una falta de recursos, generando la necesidad de usar otra aplicación o sitio. No se advierte la existencia de un acto o intención delictiva, amenaza, difamación, calumnia, o cualquier otra conducta tipificada como delito en la legislación costarricense. Se trata de una observación sobre un problema operativo y su consecuencia."
1123,2026-01-13 11:39:03.781633+00,entonces mu�streme la picha se convirti� en una bater�a de insultos,Injuria,"Código Penal, Artículo 144",Prisión de quince días a un mes o de veinte a cien días multa.,"La expresión 'muéstreme la picha', por su connotación sexual explícita y su carácter denigrante, seguida de una 'batería de insultos', constituye una ofensa directa al honor y la dignidad de una persona. Estas acciones y expresiones tienen como fin deshonrar o desacreditar al individuo, encajando en la definición del delito de Injuria."
1124,2026-01-13 11:51:08.966263+00,bienvenido a nuestra cultura,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una frase de bienvenida que no describe ningún hecho o conducta que pueda ser constitutiva de infracción penal o administrativa según la legislación costarricense.
1125,2026-01-13 12:10:38.848992+00,somos lo que usted cre�a y llegamos a que usted nos trasquilara,NO INFRACCIÓN,No aplica,No aplica,"La frase 'somos lo que usted creía y llegamos a que usted nos trasquilara' no describe hechos que constituyan, de manera clara e inequívoca, una infracción penal bajo la legislación costarricense. Aunque 'trasquilar' puede implicar metafóricamente explotación, la construcción 'llegamos a que usted nos trasquilara' sugiere una posición pasiva o de resignación, o incluso un desafío, y no una amenaza directa, calumnia, injuria, o cualquier otro delito tipificado."
1126,2026-01-13 12:11:55.090202+00,al fin se sali� de ese hijueputa closet,Injuria,"Código Penal, Artículo 145",Multa de veinte a sesenta días,"La expresión despectiva y vulgar 'hijueputa' utilizada para referirse a la 'salida del clóset' de una persona, o al proceso de reconocimiento de su orientación sexual o identidad de género, tiene un carácter claramente deshonroso y desacreditador. Aunque la frase 'se salió' implica que la persona reveló su propia condición, el uso del epíteto en este contexto busca denigrarla o causar menosprecio."
1127,2026-01-13 12:17:29.973173+00,por que mejor no me habla se�ora?,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una pregunta que no describe ningún hecho constitutivo de delito o contravención según la legislación costarricense.
1128,2026-01-13 12:17:52.627637+00,tenemos a todas las se�oras que quieran ser un dolor de picha,NO INFRACCIÓN,N/A,N/A,"La frase utiliza una expresión vulgar ('dolor de picha' es una forma coloquial y despectiva de referirse a alguien como 'molesto' o 'problemático'). Sin embargo, al estar dirigida a 'todas las señoras que quieran ser', carece de la especificidad necesaria para constituir una infracción como injuria o difamación contra una persona o grupo claramente identificable. No describe hechos que se enmarquen en calumnia, amenaza, delitos sexuales, contra la intimidad, derechos de imagen, voz o delitos informáticos."
1129,2026-01-13 12:19:04.794487+00,gracias retard�n,Injuria,"Código Penal, Artículo 144",De cinco a cincuenta días multa.,"La expresión 'retardón' es un calificativo despectivo que atenta contra la dignidad y el honor de una persona. Si se dirige directamente a alguien, podría configurar el delito de injuria al buscar deshonrar o desacreditar al individuo."
1130,2026-01-13 12:20:04.272233+00,por eso es que no se le pudo poner a cargo,NO INFRACCIÓN,N/A,N/A,"La frase 'por eso es que no se le pudo poner a cargo' es una afirmación de un hecho o resultado. Por sí misma, no describe la imputación de un delito, una amenaza, una ofensa a la dignidad o el decoro, la violación de la intimidad, o cualquier otra conducta tipificada como infracción penal en las leyes de Costa Rica. Carece de la especificidad necesaria para constituir un hecho punible."
1131,2026-01-13 12:55:38.432145+00,Que bien don Sob�n ,NO INFRACCIÓN,N/A,N/A,"La expresión es ambigua y carece de contexto suficiente para determinar una intencionalidad lesiva. La frase 'Que bien' puede interpretarse de múltiples maneras, incluyendo sarcasmo o incluso un comentario coloquial. El término 'Sobón' por sí solo, sin un contexto que demuestre deshonra, descrédito, menosprecio o la imputación de un hecho difamatorio, no constituye una infracción penal en Costa Rica. No se describe ningún hecho que encaje en los tipos penales jerarquizados."
1132,2026-01-13 13:17:39.897614+00,Last day vibes ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una expresión informal y no describe hechos que, por sí mismos, constituyan alguna infracción a la legislación penal costarricense."
1133,2026-01-13 13:18:23.458238+00,"Que, le agarro tarde axil�n? Que es que ven�a maeado?",NO INFRACCIÓN,N/A,N/A,"Las frases son expresiones coloquiales que preguntan por una posible tardanza o estado de confusión ('maeado'). Aunque podrían percibirse como una burla leve o una crítica informal, no configuran por sí solas los elementos típicos de un delito como injuria, difamación, amenaza u otros establecidos en la legislación costarricense, que requieren una imputación clara de un hecho deshonroso, desacreditador o un anuncio de un mal futuro, entre otros."
1134,2026-01-13 14:55:21.253305+00,"Ahora s�, se despide del que lo contrat�?",NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una pregunta o comentario ambiguo sobre una posible despedida o finalización de un vínculo laboral. No describe ningún hecho, acción u omisión que pueda constituir una infracción o delito penal bajo la legislación costarricense. No hay elementos que sugieran calumnia, amenaza, delitos contra la intimidad, informáticos, o cualquier otra categoría delictiva."
1135,2026-01-13 14:55:52.466768+00,Por que tanta vara para competir con Mauri?,NO INFRACCIÓN,N/A,N/A,El texto es una pregunta general que no describe ningún hecho o conducta que pueda ser constitutivo de un delito o infracción legal en Costa Rica.
1136,2026-01-13 22:24:35.792446+00,"es por pichasearlo en p�blico y que sea legal, por ejemplo ""me dijo que era puta""",Difamación,"Código Penal, Artículo 146",Cincuenta a ciento cincuenta días multa.,"La expresión 'me dijo que era puta' proferida en público constituye una imputación deshonrosa que desacredita a una persona. Al realizarse 'en público', se entiende que se utiliza un medio apto para producir publicidad, encuadrando los hechos en la figura de la Difamación, según lo establece el Código Penal de Costa Rica."
1137,2026-01-13 22:27:33.811846+00,por que no se la est� sonando?,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una pregunta coloquial y no describe hechos o acciones que puedan constituir una infracción a las leyes de Costa Rica. No se detecta contenido ilícito, amenazas, difamación, ni ningún otro elemento que active las categorías de clasificación."
1138,2026-01-13 22:27:39.895319+00,por que no se la est� sobando?,NO INFRACCIÓN,N/A,N/A,"El texto es una pregunta. No describe hechos o acciones que, por sí mismos, constituyan alguna infracción a las leyes de Costa Rica. No se imputa ningún delito, no hay amenazas, no se atenta contra la intimidad ni se difama a persona alguna."
1139,2026-01-13 22:32:21.752967+00,Que es poco Ono?,NO INFRACCIÓN,No aplica,No aplica,La consulta no describe hechos que puedan ser calificados como una infracción penal o legal bajo la normativa costarricense.
1140,2026-01-13 22:33:09.649134+00,"Ah no, as� con inteligencia artificial no ",NO INFRACCIÓN,No aplica,No aplica,"El texto proporcionado es una expresión de opinión o una reacción, y no describe ningún hecho que configure un ilícito penal o contravencional bajo la legislación de Costa Rica. No se detecta la comisión de ningún delito en las categorías analizadas."
1141,2026-01-13 22:33:52.364245+00,"Okay, c�mprate la Amarok de tus sue�os.",NO INFRACCIÓN,No aplica,No aplica,"El texto proporcionado es una expresión de ánimo o sugerencia de compra, y no contiene elementos que configuren alguna de las infracciones penales o derechos protegidos bajo la legislación costarricense, según la jerarquía establecida."
1142,2026-01-13 22:34:31.685617+00,"Jueputa, barril de axil�n ",Injuria,"Código Penal, Artículo 145",Cincuenta a ciento cincuenta días multa,"La expresión 'Jueputa, barril de axilón' constituye una afrenta directa y deshonrosa. Su propósito es desacreditar o deshonrar a una persona mediante el uso de palabras ofensivas, lo cual encaja en la descripción típica del delito de injuria en la legislación costarricense."
1143,2026-01-13 22:36:57.841663+00,Se volver� a ver en putero para tomarle otro v�deo y mand�rselo a todo mundo?,Delitos contra la Intimidad,"Código Penal, Artículo 196 bis",Prisión de uno a tres años,"La frase describe la intención explícita de grabar un vídeo de una persona y difundirlo 'a todo mundo' sin su consentimiento, lo que busca vulnerar gravemente su intimidad y el derecho a la propia imagen. Esto se enmarca directamente en la figura penal de la violación de la intimidad, específicamente la difusión de imágenes o sonidos sin consentimiento con el fin de descubrir secretos o vulnerar la intimidad de otro."
1144,2026-01-13 22:55:55.724132+00,okay amor,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una expresión coloquial y afectuosa que no describe ningún hecho que pueda ser constitutivo de una infracción penal o administrativa según las leyes de Costa Rica.
1145,2026-01-13 23:02:33.944314+00,Nunca codici� nadie una hermanita menor tanto como �l ,NO INFRACCIÓN,N/A,N/A,"El derecho penal en Costa Rica, al igual que en la mayoría de los sistemas jurídicos, no sanciona los meros pensamientos o deseos internos ('cogitationis poenam nemo patitur'), por inapropiados que estos puedan parecer. Para que exista una infracción legal, es necesario que el deseo se exteriorice en una acción u omisión que contravenga una norma jurídica. El texto proporcionado describe únicamente un estado de ánimo o un deseo ('codició') sin detallar ninguna conducta o hecho ilícito concreto."
1146,2026-01-13 23:13:00.332136+00,Le escupi� el culo por �ltima vez a una mujer me escuch� maric�n ,Abuso Sexual,"Código Penal, Artículo 156.",Prisión de uno a cinco años.,"La acción de escupir en las nalgas de una mujer sin su consentimiento, al ser un acto profundamente degradante y humillante que atenta contra su dignidad e integridad sexual, podría ser interpretado como la realización de un 'acto de carácter sexual' no consentido. Aunque no implique contacto sexual directo, la invasión del espacio corporal íntimo con el propósito de humillar se enmarca en este delito. El insulto 'maricón' además podría constituir el delito de Injuria (Art. 145 C.P.), pero la acción de escupir es la infracción de mayor gravedad y jerarquía según la clasificación establecida."
1147,2026-01-13 23:14:13.828086+00,Morales usted ni parece pago,Injuria,"Código Penal, Artículo 145",Multa de veinte a sesenta días multa,"La frase 'usted ni parece pago' insinúa que la persona no cumple adecuadamente sus funciones o no justifica la remuneración que recibe, lo que podría menoscabar su honor o crédito profesional al desacreditar su desempeño o integridad en un contexto laboral o público. Aunque coloquial, en ciertas circunstancias y con la intención de deshonrar, podría configurar el delito de Injuria."
1148,2026-01-13 23:18:37.61743+00,Se le puede complicar la segunda mano,NO INFRACCIÓN,N/A,N/A,"La frase ""Se le puede complicar la segunda mano"" es una expresión idiomática y muy ambigua. No describe hechos que, por sí solos y sin contexto adicional, puedan configurar un delito o una infracción a las leyes de Costa Rica. Para que pudiera considerarse una infracción (como una amenaza, por ejemplo), se requeriría un contexto que explicite el tipo de complicación, a quién va dirigida, el dolo, y la idoneidad para causar intimidación, elementos ausentes en la frase proporcionada."
1149,2026-01-13 23:19:45.075756+00,Confi�seme lo �ltimo que iba a decir.,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una solicitud ('Confiésame lo último que iba a decir.') y no describe ninguna acción, hecho o conducta que pueda ser constitutiva de infracción penal o de otra índole legal bajo la legislación costarricense. No se identifica ningún elemento de los delitos jerarquizados."
1150,2026-01-13 23:21:59.721242+00,"Ahora s�, expliqueme a mi como hizo para conseguir dos maestr�as si todos los cursos tienen nota desde",NO INFRACCIÓN,N/A,N/A,"El texto es una pregunta directa al modelo sobre su capacidad o naturaleza, no describe hechos que constituyan una infracción legal según las leyes de Costa Rica."
1151,2026-01-13 23:23:42.166912+00,Se le recuerda que le tiene que decir que hacer,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una frase de recordatorio genérica que no describe hechos que puedan constituir una infracción legal bajo la normativa penal de Costa Rica. No hay elementos de amenaza, calumnia, injuria, afectación a la intimidad, delitos informáticos o cualquier otro tipo penal."
1152,2026-01-13 23:25:11.764764+00,Menos Mal que era sin amor ,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una expresión neutra que no describe hechos o conductas que puedan subsumirse en alguna figura delictiva o infracción legal en Costa Rica. No se infiere ningún acto ilícito, amenaza, difamación, violación de intimidad o cualquier otra acción que contravenga el ordenamiento jurídico penal."
1153,2026-01-13 23:27:07.704195+00,Se le mete al trabajo occiso para ridiculizarlo con su colaboradora jud�o ,NO INFRACCIÓN,N/A,N/A,"El texto menciona que la acción de ridiculizar se dirige a un 'occiso' (persona fallecida). En la legislación penal costarricense, específicamente para delitos contra el honor como la injuria, calumnia o difamación (Artículos 145, 146, 147 del Código Penal), la acción penal se extingue por la muerte del ofendido (Artículo 148 C.P.). Por lo tanto, no se puede configurar un delito de esta índole contra una persona fallecida. La frase 'se le mete al trabajo' es ambigua y no describe una entrada no autorizada (allanamiento, Art. 202 C.P.) de manera que configure un delito. La mención de 'colaboradora judío' no indica que la acción de ridiculizar o cualquier otra conducta delictiva esté dirigida a la colaboradora por su origen, sino que ella está presente o involucrada en la situación."
1154,2026-01-13 23:28:33.3183+00,podr�amos dejarnos de masturbar?,NO INFRACCIÓN,N/A,N/A,El texto es una pregunta que no describe ningún hecho o conducta que pueda ser constitutiva de una infracción legal bajo las leyes de Costa Rica.
1155,2026-01-13 23:29:45.53871+00,Que hay que hacer para que suelte el hijueputa papel?,NO INFRACCIÓN,N/A,N/A,El texto proporcionado es una pregunta coloquial y no describe hechos que puedan constituir una infracción penal o civil según la legislación costarricense.
1156,2026-01-13 23:31:00.041253+00,"Por que lleva cubierto el abdomen? Que, le da vergüenza?",NO INFRACCIÓN,N/A,N/A,El texto es una pregunta simple y no describe hechos que constituyan una infracción legal en Costa Rica.
1157,2026-01-13 23:42:18.512291+00,Hasta se le cede el asiento para que deje de ser objeto de lascivia de �l ,Hostigamiento Sexual,"Código Penal, Artículo 156 bis",Prisión de seis meses a dos años,"La frase 'deje de ser objeto de lascivia' sugiere que una persona está siendo sometida a atención sexual indeseada, lo que la obliga a tomar una acción evasiva (ceder el asiento). Esto se alinea con el concepto de hostigamiento sexual, que implica un comportamiento de índole sexual no deseado que genera incomodidad, intimidación o una situación ofensiva para la víctima."
1158,2026-01-13 23:48:34.731954+00,"Uy, ya me dieron ganas de llorar ",NO INFRACCIÓN,N/A,N/A,"La expresión de un sentimiento personal no constituye, por sí misma, una infracción legal. No se describen hechos o acciones que puedan subsumirse en ninguna figura delictiva o contravencional."
1159,2026-01-13 23:49:00.739494+00,Porque no mejor cura mujeres?,NO INFRACCIÓN,No aplica,No aplica,"La frase es una pregunta retórica o una expresión que, sin contexto adicional sobre su destinatario, intención o el daño causado, no cumple con los elementos objetivos de ningún tipo penal en Costa Rica. No se detecta una amenaza, imputación de un delito, afectación directa a la intimidad, o un ataque claro al honor o la reputación que configure injuria o difamación bajo los parámetros legales."
1160,2026-01-13 23:50:12.082582+00,Es el hijueputa gringo loco,Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa,"La expresión utilizada, al calificar a una persona con términos despectivos y vulgares, constituye un claro menosprecio y un ataque directo al honor y la dignidad de la misma, encajando en la definición de deshonrar o desacreditar a otro."
1161,2026-01-14 00:04:23.953492+00,Desde el d�a en que se suicid� hasta el d�a de hoy lo insulto. A ver a qu� hora te das cuenta de d�nde viene el disparo,Injuria,"Código Penal, Artículo 145",Prisión de 10 a 30 días o multa de 20 a 50 días multa.,"La frase ""lo insulto"" describe la acción de ofender la dignidad o el decoro de una persona con expresiones deshonrosas, lo cual encaja con la definición de injuria. La referencia a un 'disparo' es ambigua y no califica como una amenaza explícita en este contexto."
1162,2026-01-14 00:11:25.370386+00,Gracias por no hacer audios de fracasado.,NO INFRACCIÓN,N/A,N/A,"La frase ""Gracias por no hacer audios de fracasado"" expresa una opinión o un cumplido ambiguo. No constituye una imputación de un delito, una amenaza, una violación a la intimidad, ni un acto que deshonre o desacredite a una persona de forma tal que configure un delito de injuria o difamación bajo la normativa penal costarricense, dado que no hay una atribución directa de un hecho específico ni la comunicación a terceros que la ley exige para estos tipos penales. Es una expresión, aunque podría considerarse peyorativa en cierto contexto, que por sí sola no alcanza el umbral de una infracción legal."
1163,2026-01-14 00:12:23.470963+00,Por que no me lo culea?,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una expresión vulgar, pero no describe hechos que constituyan una infracción penal específica bajo la legislación costarricense, ni calumnia, amenaza, delito contra la intimidad, o injuria/difamación. No atribuye un delito falso, no expresa una intención de causar daño, ni atenta contra la honra o reputación de una persona de manera que cumpla con los elementos de un tipo penal."
1164,2026-01-14 00:13:12.060345+00,"Cris, you're just sending audios to yourself ",NO INFRACCIÓN,N/A,N/A,La acción de 'enviar audios a sí mismo' no describe ningún acto que constituya una infracción a las leyes penales de Costa Rica. Es una acción neutra que no atenta contra bienes jurídicos tutelados.
1165,2026-01-14 00:14:32.357829+00,wow que bien te va en tu debate cerdo machista ,INJURIA,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa.,"La expresión 'cerdo machista' es una manifestación que busca deshonrar, desacreditar o menospreciar a una persona, constituyendo una injuria de acuerdo con la definición legal."
1166,2026-01-14 00:15:54.563127+00,Vos te pareces a m� actriz onlyfans favorita ,NO INFRACCIÓN,N/A,N/A,"El comentario, aunque podría considerarse inapropiado u ofensivo por su naturaleza objetivadora, no constituye una infracción penal directa bajo las leyes de Costa Rica. No se encuadra como delito contra la libertad sexual, calumnia, amenaza, delito contra la intimidad, infracción a los derechos de imagen o voz, delito informático, injuria o difamación. La expresión es una comparación de apariencia sin imputación de un delito ni una intención clara y directa de deshonrar o desacreditar a la persona en un sentido penal."
1167,2026-01-14 00:16:56.715762+00,bueno d�as que dicha comenz� a hablar ,NO INFRACCIÓN,N/A,N/A,"La frase proporcionada es un saludo cordial y una expresión de alegría o satisfacción ('qué dicha que comenzó a hablar'). No contiene elementos que configuren una amenaza, injuria, calumnia, violación a la intimidad, o cualquier otra infracción penal conocida en Costa Rica. No se detecta ninguna imputación de delito, afectación al honor, ni acto de acoso o intimidación."
1168,2026-01-14 00:17:44.196255+00,"Soy yo, me burlo de usted ",NO INFRACCIÓN,N/A,N/A,"La expresión 'me burlo de usted' por sí misma, sin un contexto específico sobre el contenido de la burla o cómo afecta directamente la honra o reputación de la persona de manera que constituya un 'desacreditar' o 'deshonrar' penalmente relevante, no alcanza el umbral para ser considerada una infracción a las leyes penales de Costa Rica, como el delito de injuria. Se trata de un comportamiento que podría calificarse como descortés o irrespetuoso, pero no como un delito."
1169,2026-01-14 00:35:11.431963+00,He would always find space for fruit like the end of wanton moms,NO INFRACCIÓN,N/A,N/A,"El texto proporcionado es una frase con connotaciones sugerentes, pero no describe hechos concretos o imputaciones que puedan ser clasificados como un delito o infracción legal en Costa Rica. No se identifica un sujeto pasivo específico, un acto prohibido, una amenaza, una calumnia, una difamación o una violación de la intimidad o derechos de imagen."
1170,2026-01-14 00:38:40.202456+00,Has excedido las expectativas qu� tenemos para nuestra a Empleadas domesticas,NO INFRACCIÓN,No aplica,No aplica,"La frase 'Has excedido las expectativas que tenemos para nuestras empleadas domésticas' no describe ningún hecho que, por sí solo y sin contexto adicional, constituya una infracción penal en Costa Rica. No se encuadra en figuras como calumnia, injuria, amenaza, delitos contra la intimidad o cualquier otro delito tipificado. Podría ser una valoración, positiva o negativa, sobre el desempeño, pero no es delictiva."
1171,2026-01-14 00:43:14.301141+00,A ver donde putas me Quito el cond�n,NO INFRACCIÓN,No aplica,No aplica,"El texto proporcionado es una expresión vulgar, pero no describe hechos que constituyan una infracción a las leyes penales de Costa Rica."
1172,2026-01-14 00:45:40.411887+00,Si este mae amanece muerto quiere decir que mariana firm� los papeles del divorcio ,NO INFRACCIÓN,No aplica,No aplica,"La frase ""Si este mae amanece muerto quiere decir que mariana firmó los papeles del divorcio"" es una afirmación condicional que establece una correlación entre un hecho hipotético (la muerte de una persona) y la firma de documentos de divorcio. Sin embargo, no contiene un elemento de amenaza directa por parte del emisor de causar dicho daño. Es decir, no se infiere que el hablante vaya a provocar la muerte o a que alguien más la provoque bajo su dirección, sino que presenta la muerte como un evento que, de ocurrir, tendría una implicación específica para la firma del divorcio. Aunque la declaración es de naturaleza oscura y preocupante, no cumple con los requisitos legales para ser clasificada como una amenaza según el Artículo 188 del Código Penal, ya que no se anuncia la intención de 'causar un daño que constituyere delito' por parte del emisor. Por lo tanto, en su literalidad y sin contexto adicional, no constituye una infracción penal directa bajo las categorías proporcionadas."
1173,2026-01-14 00:46:43.00298+00,Soy maric�n de cl�set ,NO INFRACCIÓN,No aplica,No aplica,"La declaración expresa una situación personal del usuario y no describe ningún hecho que constituya una acción delictiva, amenaza, calumnia, injuria o cualquier otra infracción a la legislación penal costarricense."
1174,2026-01-14 00:48:04.331919+00,"Ahora si, esos son todos los insultos que hemos escuchado por salir juntos ",Injuria,"Código Penal, Artículo 145",Veinticinco a cincuenta días multa.,"La expresión 'insultos que hemos escuchado' implica actos verbales que buscan deshonrar o desacreditar a una persona, lo cual se ajusta a la definición del delito de injuria, establecido en el Código Penal costarricense."
1175,2026-01-14 00:50:20.915102+00,Si pagan condos con el panocho quiere decir que est�n igual que usted,Injuria,"Código Penal, Artículo 146",Veinticinco a cincuenta días multa,"La expresión deshonra y desacredita a una persona al atribuirle, con lenguaje vulgar y ofensivo, una conducta inmoral relacionada con el uso de su cuerpo para obtener beneficios económicos. Esto atenta directamente contra la dignidad y el honor, encuadrándose en el delito de injuria."
1176,2026-01-14 00:56:32.286463+00,Me hace el favor y me limpia esa taza?,NO INFRACCIÓN,N/A,N/A,El texto es una solicitud cortés y no describe ningún hecho que pueda ser constitutivo de una infracción legal en Costa Rica.
1177,2026-01-14 01:06:23.290392+00,Por qu� tenemos que oir eso es lo que se pregunt� una mujer hace 5 a�os que me humill� en publico,NO INFRACCIÓN,Artículo 31 del Código Penal,N/A,"Los hechos descritos, que refieren a una humillación en público, podrían haber constituido en su momento los delitos de injuria (Artículo 145 del Código Penal) o difamación (Artículo 146 del Código Penal). Sin embargo, dado que ocurrieron hace 5 años, la acción penal para este tipo de delitos, que son sancionados con multa, se encuentra prescrita conforme al Artículo 31 inciso 2) del Código Penal, que establece un plazo de prescripción de un año para estos casos. Por lo tanto, no es posible iniciar un proceso judicial penal por estos hechos en la actualidad."
